"Taxa","MPA","Source","Resp","Mean","SE","Model","Primary","Type","LinearBefore","Step0_Complete","Step1_SiteMerge","Step1_Reason","Step2_TypeFilter","Step2_Reason","Step3_MPAFilter","Step3_Reason","Passes_All","Exclusion_Reason"
"P. interruptus","South Point SMR","PISCO","Den",1.50247064453415,0.371823144929608,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"P. interruptus","Abalone Cove SMCA","PISCO","Bio",3.44054034702899,1.68206109953748,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"P. interruptus","Abalone Cove SMCA","PISCO","Bio",-1.6739979745077,0.599413150201335,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"P. interruptus","Matlahuayl SMR","PISCO","Bio",-1.73512212585539,1.6688654068713,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"P. interruptus","Matlahuayl SMR","PISCO","Bio",0.231679371084299,0.647266408757467,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"P. interruptus","Point Vicente SMCA","PISCO","Bio",2.02587051182346,1.3663419686431,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"P. interruptus","Point Vicente SMCA","PISCO","Bio",0.392444950794583,0.478623357857883,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Abalone Cove SMCA","PISCO","Den",1.48079359108793,0.58184253853584,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Abalone Cove SMCA","PISCO","Den",0.0924721766851487,0.235261967004226,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Anacapa Island SMR 2003","PISCO","Den",-0.677759043550748,0.26727097604618,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Anacapa Island SMR 2003","PISCO","Den",0.120231181261829,0.163969106520515,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Campus Point SMCA","PISCO","Den",-0.085894937687759,0.72588031714687,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Campus Point SMCA","PISCO","Den",-0.0571432848385099,0.241208444876979,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Gull Island SMR","PISCO","Den",0.318445895268215,0.0959001556706562,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Gull Island SMR","PISCO","Den",1.21819058558171,0.066861571263758,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Harris Point SMR","PISCO","Den",-0.587639442317993,0.469868286281089,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Harris Point SMR","PISCO","Den",1.53123165813869,0.268550019116056,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Matlahuayl SMR","PISCO","Den",-1.19436239652247,0.808951399627922,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Matlahuayl SMR","PISCO","Den",0.107930457806416,0.340922150429865,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Naples SMCA","PISCO","Den",-0.02223433825286,0.472695727523969,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Naples SMCA","PISCO","Den",1.63664976583868,0.157004591267164,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Point Vicente SMCA","PISCO","Den",0.589883300230153,0.28484466197354,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Point Vicente SMCA","PISCO","Den",0.328883130680745,0.108338480980156,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Scorpion SMR","PISCO","Den",-0.0825270282897703,0.13253391251412,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Scorpion SMR","PISCO","Den",0.0884490360075387,0.0683466939315155,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","South Point SMR","PISCO","Den",-0.0880169032282713,0.174421253748411,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","South Point SMR","PISCO","Den",0.524347210341634,0.0896215449722187,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Blue Cavern Onshore SMCA","PISCO","Den",-1.85432581728007,0.745835178262755,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Blue Cavern Onshore SMCA","PISCO","Den",0.991057683720846,0.36177036773082,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Cat Harbor SMCA","PISCO","Den",0.0335116786968834,0.515473011589662,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Cat Harbor SMCA","PISCO","Den",0.412347565960189,0.188866130752651,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Dana Point SMCA","PISCO","Den",-1.35050248006115,1.51373589499487,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Dana Point SMCA","PISCO","Den",-0.33917023393051,0.573175657100994,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Farnsworth Onshore SMCA","PISCO","Den",-0.392150141861734,0.167082645255013,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Farnsworth Onshore SMCA","PISCO","Den",0.0311280546678488,0.0947751931663313,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Long Point SMR","PISCO","Den",0.676887345032766,0.594143286726397,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Long Point SMR","PISCO","Den",0.62872455182144,0.2230656059203,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Santa Barbara Island SMR","PISCO","Den",0.000644597667980798,0.166867827886721,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Santa Barbara Island SMR","PISCO","Den",-0.103523086118193,0.104943754368414,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Swamis SMCA","PISCO","Den",1.99905187080976,1.62136423929217,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Swamis SMCA","PISCO","Den",2.13900679420512,0.651155072161477,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Abalone Cove SMCA","PISCO","Bio",2.35333338832931,0.913940948141469,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Abalone Cove SMCA","PISCO","Bio",-0.190571974393389,0.371071324478767,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Anacapa Island SMR 2003","PISCO","Bio",-0.0841287831750726,0.24832413752056,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Anacapa Island SMR 2003","PISCO","Bio",0.378255322810763,0.130203807086084,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Campus Point SMCA","PISCO","Bio",-0.313324586317166,0.829132699446126,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Campus Point SMCA","PISCO","Bio",0.0886002224408816,0.276879057076399,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Gull Island SMR","PISCO","Bio",0.629671775063507,0.142483744649979,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Gull Island SMR","PISCO","Bio",1.01896514313059,0.11295730672779,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Harris Point SMR","PISCO","Bio",-1.43651516932669,1.05994986428967,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Harris Point SMR","PISCO","Bio",2.52548915039614,0.610772300474635,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Matlahuayl SMR","PISCO","Bio",-1.93206975021195,0.949444343705291,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Matlahuayl SMR","PISCO","Bio",0.31914459886638,0.451483265048137,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Naples SMCA","PISCO","Bio",0.265905417239197,0.612462401026293,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Naples SMCA","PISCO","Bio",2.05121144139474,0.204879764797799,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Point Vicente SMCA","PISCO","Bio",1.27272736874076,0.379958803729627,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Point Vicente SMCA","PISCO","Bio",0.603518519656654,0.167390244683843,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Scorpion SMR","PISCO","Bio",-0.0971773565642799,0.131589113483162,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Scorpion SMR","PISCO","Bio",0.510219487231127,0.0681497138598006,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","South Point SMR","PISCO","Bio",-0.197740525796402,0.205352312303816,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","South Point SMR","PISCO","Bio",0.841340159656647,0.107440886130272,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Blue Cavern Onshore SMCA","PISCO","Bio",-2.71065168301583,1.15787898594392,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Blue Cavern Onshore SMCA","PISCO","Bio",1.67150469576155,0.545237148392158,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Cat Harbor SMCA","PISCO","Bio",0.0463204609394519,0.416107198023197,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Cat Harbor SMCA","PISCO","Bio",0.663044470837762,0.152562741446916,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Dana Point SMCA","PISCO","Bio",-1.53862888210758,2.1655727974903,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Dana Point SMCA","PISCO","Bio",-0.0999950571962439,0.79913228363856,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Farnsworth Onshore SMCA","PISCO","Bio",-0.78369753651911,0.531884813371435,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Farnsworth Onshore SMCA","PISCO","Bio",0.380494869850156,0.24305273608277,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Long Point SMR","PISCO","Bio",1.57858123354077,0.88945734124061,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Long Point SMR","PISCO","Bio",1.52774430369948,0.373914824774826,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Santa Barbara Island SMR","PISCO","Bio",0.565992214335597,0.130227096571101,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Santa Barbara Island SMR","PISCO","Bio",0.141580485122774,0.150151789297049,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Swamis SMCA","PISCO","Bio",2.71441500577665,1.84382717664601,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","Swamis SMCA","PISCO","Bio",3.08363626189205,0.776375705361621,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. purpuratus","Santa Barbara Island SMR","KFM","Den",1.99244511245005,0.303334766379451,"Step","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. purpuratus","Anacapa Island SMR 2003","KFM","Den",-2.61730776896941,0.809736915686561,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. purpuratus","Anacapa Island SMR 2003","KFM","Den",-3.58887743561927,0.472173342489995,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. purpuratus","South Point SMR","KFM","Den",-1.30686405152692,0.259716023998378,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. purpuratus","South Point SMR","KFM","Den",-0.0441979522249267,0.19063030379216,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. purpuratus","Anacapa Island SMR 2003","KFM","Bio",-2.24542950659314,0.82482011713088,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. purpuratus","Anacapa Island SMR 2003","KFM","Bio",-3.36010641132835,0.451360445669609,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. purpuratus","South Point SMR","KFM","Bio",-0.95058732438157,0.288757618116059,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. purpuratus","South Point SMR","KFM","Bio",0.0351440852465778,0.169663816815289,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"M. franciscanus","Scorpion SMR","KFM","Den",-0.622103592405958,0.205535197727714,"Step","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. franciscanus","Gull Island SMR","KFM","Den",0.430712882939924,0.365251878038315,"Step","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. franciscanus","Harris Point SMR","KFM","Den",-0.532298880127285,0.368118910811718,"Linear","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. franciscanus","Anacapa Island SMR 2003","KFM","Den",-2.73578986503017,0.430226651268086,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. franciscanus","Anacapa Island SMR 2003","KFM","Den",-2.7600120672356,0.370277457888873,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"M. franciscanus","South Point SMR","KFM","Den",-0.327734636119437,0.199559172609949,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"M. franciscanus","South Point SMR","KFM","Den",0.609436561145352,0.0970411912272474,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. franciscanus","Scorpion SMR","KFM","Bio",-1.1836601026663,0.270459784453088,"Step","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. franciscanus","Gull Island SMR","KFM","Bio",1.14600299226874,0.390876032063166,"Linear","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. franciscanus","Harris Point SMR","KFM","Bio",0.716695622067112,0.516704772722882,"Sigmoid","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. franciscanus","Anacapa Island SMR 2003","KFM","Bio",-2.62183730621177,0.43600255571167,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. franciscanus","Anacapa Island SMR 2003","KFM","Bio",-2.20964859266047,0.360486589688378,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"M. franciscanus","South Point SMR","KFM","Bio",0.236448877445703,0.205695017052159,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"M. franciscanus","South Point SMR","KFM","Bio",1.21264752139407,0.0960583731235054,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. pyrifera","Gull Island SMR","KFM","Bio",5.23478763939902,1.38504464680598,"Linear","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. pyrifera","Scorpion SMR","KFM","Bio",9.12175467462381,3.51070035255924,"Sigmoid","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. pyrifera","Santa Barbara Island SMR","KFM","Bio",3.91465254834454,1.12529421347562,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. pyrifera","Santa Barbara Island SMR","KFM","Bio",-1.01556409200801,0.763273596865427,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"M. pyrifera","Anacapa Island SMR 2003","KFM","Bio",-4.50499565009021,3.9283323675142,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"M. pyrifera","Anacapa Island SMR 2003","KFM","Bio",0.111254218272155,1.8341577656866,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. pyrifera","South Point SMR","KFM","Bio",3.77105868092256,1.47499560491357,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"M. pyrifera","South Point SMR","KFM","Bio",1.85950392172289,0.791245615752442,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"P. interruptus","Gull Island SMR","KFM","Den",0.18142812295541,0.485752011457321,"Sigmoid","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"P. interruptus","Scorpion SMR","KFM","Den",2.59713110576483,0.307201866648763,"Linear","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"P. interruptus","Santa Barbara Island SMR","KFM","Den",1.99166001901206,0.340628044524764,"Linear","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"P. interruptus","Anacapa Island SMR 2003","KFM","Den",-0.106769644158136,0.670495325005858,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"P. interruptus","Anacapa Island SMR 2003","KFM","Den",3.34581387047378,0.300428554094358,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"P. interruptus","South Point SMR","KFM","Den",1.04305031833961,0.517404546198308,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"P. interruptus","South Point SMR","KFM","Den",0.892415042417804,0.261137903652201,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Harris Point SMR","KFM","Den",-1.1723159112678,0.511294639640116,"Linear","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Scorpion SMR","KFM","Den",-1.5431031404421,0.329899948958551,"Step","Y","pBACIPS","N",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Anacapa Island SMR 2003","KFM","Den",1.23785017343911,0.427348637501092,"Linear","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
"S. pulcher","Anacapa Island SMR 2003","KFM","Den",-0.0597770399606196,0.238908827474367,"Mean","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","South Point SMR","KFM","Den",-0.438746953254186,0.220184782901546,"Linear","N","CI","NA",TRUE,TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)",TRUE,"OK",FALSE,"CI but Primary=N (not the selected model)"
"S. pulcher","South Point SMR","KFM","Den",0.234848861716956,0.110856361511224,"Mean","Y","CI","NA",TRUE,TRUE,"OK",TRUE,"OK",TRUE,"OK",TRUE,"INCLUDED"
